"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","Aniwa"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","North Tanna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","West Tanna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","Middle Bush Tanna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","South West Tanna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","Whitesands"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","South Tanna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","Futuna"
2025,"Health","Health Facility","hospital",2.5e+08,"Tafea","Aneityum"
2025,"Health","Health Facility","health centre",4e+07,"Torba","Torres"
2025,"Health","Health Facility","health centre",4e+07,"Torba","Ureparapara"
2025,"Health","Health Facility","health centre",4e+07,"Torba","Motalava"
2025,"Health","Health Facility","health centre",4e+07,"Torba","East Vanualava"
2025,"Health","Health Facility","health centre",4e+07,"Torba","West Vanualava"
2025,"Health","Health Facility","health centre",4e+07,"Torba","Mota"
2025,"Health","Health Facility","health centre",4e+07,"Torba","East Gaua"
2025,"Health","Health Facility","health centre",4e+07,"Torba","West Gaua"
2025,"Health","Health Facility","health centre",4e+07,"Torba","Merelava"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","Luganville"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","North West Santo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","Big Bay Coast"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","Big Bay Inland"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","West Santo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","South Santo 1"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","South Santo 2"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","East Santo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","South East Santo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","Canal Fanafo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","West Malo"
2025,"Health","Health Facility","health centre",4e+07,"Sanma","East Malo"
2025,"Health","Health Facility","health centre",4e+07,"Penama","West Ambae"
2025,"Health","Health Facility","health centre",4e+07,"Penama","North Ambae"
2025,"Health","Health Facility","health centre",4e+07,"Penama","East Ambae"
2025,"Health","Health Facility","health centre",4e+07,"Penama","South Ambae"
2025,"Health","Health Facility","health centre",4e+07,"Penama","North Maewo"
2025,"Health","Health Facility","health centre",4e+07,"Penama","South Maewo"
2025,"Health","Health Facility","health centre",4e+07,"Penama","North Pentecost"
2025,"Health","Health Facility","health centre",4e+07,"Penama","Central Pentecost 1"
2025,"Health","Health Facility","health centre",4e+07,"Penama","Central Pentecost 2"
2025,"Health","Health Facility","health centre",4e+07,"Penama","South Pentecost"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","North West Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","North East Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","Central Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","South West Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","South East Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","South Malekula"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","North Ambrym"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","West Ambrym"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","South East Ambrym"
2025,"Health","Health Facility","health centre",4e+07,"Malampa","Paama"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Port Vila"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Vermali"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Vermaul"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Varisu"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","South Epi"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","North Tongoa"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Makimae"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Tongariki"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Nguna"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Emau"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Malorua"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","North Efate"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Mele"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Tanvasoko"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Ifira"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Pango"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Erakor"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Eratap"
2025,"Health","Health Facility","health centre",4e+07,"Shefa","Eton"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","North Erromango"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","South Erromango"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","Aniwa"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","North Tanna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","West Tanna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","Middle Bush Tanna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","South West Tanna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","Whitesands"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","South Tanna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","Futuna"
2025,"Health","Health Facility","health centre",4e+07,"Tafea","Aneityum"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","Torres"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","Ureparapara"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","Motalava"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","East Vanualava"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","West Vanualava"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","Mota"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","East Gaua"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","West Gaua"
2025,"Health","Health Facility","dispensary",8e+06,"Torba","Merelava"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","Luganville"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","North West Santo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","Big Bay Coast"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","Big Bay Inland"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","West Santo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","South Santo 1"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","South Santo 2"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","East Santo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","South East Santo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","Canal Fanafo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","West Malo"
2025,"Health","Health Facility","dispensary",8e+06,"Sanma","East Malo"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","West Ambae"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","North Ambae"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","East Ambae"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","South Ambae"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","North Maewo"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","South Maewo"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","North Pentecost"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","Central Pentecost 1"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","Central Pentecost 2"
2025,"Health","Health Facility","dispensary",8e+06,"Penama","South Pentecost"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","North West Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","North East Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","Central Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","South West Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","South East Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","South Malekula"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","North Ambrym"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","West Ambrym"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","South East Ambrym"
2025,"Health","Health Facility","dispensary",8e+06,"Malampa","Paama"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Port Vila"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Vermali"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Vermaul"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Varisu"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","South Epi"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","North Tongoa"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Makimae"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Tongariki"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Nguna"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Emau"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Malorua"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","North Efate"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Mele"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Tanvasoko"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Ifira"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Pango"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Erakor"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Eratap"
2025,"Health","Health Facility","dispensary",8e+06,"Shefa","Eton"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","North Erromango"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","South Erromango"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","Aniwa"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","North Tanna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","West Tanna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","Middle Bush Tanna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","South West Tanna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","Whitesands"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","South Tanna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","Futuna"
2025,"Health","Health Facility","dispensary",8e+06,"Tafea","Aneityum"
2025,"Health","Health Facility","aidpost",2500000,"Torba","Torres"
2025,"Health","Health Facility","aidpost",2500000,"Torba","Ureparapara"
2025,"Health","Health Facility","aidpost",2500000,"Torba","Motalava"
2025,"Health","Health Facility","aidpost",2500000,"Torba","East Vanualava"
2025,"Health","Health Facility","aidpost",2500000,"Torba","West Vanualava"
2025,"Health","Health Facility","aidpost",2500000,"Torba","Mota"
2025,"Health","Health Facility","aidpost",2500000,"Torba","East Gaua"
2025,"Health","Health Facility","aidpost",2500000,"Torba","West Gaua"
2025,"Health","Health Facility","aidpost",2500000,"Torba","Merelava"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","Luganville"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","North West Santo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","Big Bay Coast"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","Big Bay Inland"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","West Santo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","South Santo 1"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","South Santo 2"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","East Santo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","South East Santo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","Canal Fanafo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","West Malo"
2025,"Health","Health Facility","aidpost",2500000,"Sanma","East Malo"
2025,"Health","Health Facility","aidpost",2500000,"Penama","West Ambae"
2025,"Health","Health Facility","aidpost",2500000,"Penama","North Ambae"
2025,"Health","Health Facility","aidpost",2500000,"Penama","East Ambae"
2025,"Health","Health Facility","aidpost",2500000,"Penama","South Ambae"
2025,"Health","Health Facility","aidpost",2500000,"Penama","North Maewo"
2025,"Health","Health Facility","aidpost",2500000,"Penama","South Maewo"
2025,"Health","Health Facility","aidpost",2500000,"Penama","North Pentecost"
2025,"Health","Health Facility","aidpost",2500000,"Penama","Central Pentecost 1"
2025,"Health","Health Facility","aidpost",2500000,"Penama","Central Pentecost 2"
2025,"Health","Health Facility","aidpost",2500000,"Penama","South Pentecost"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","North West Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","North East Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","Central Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","South West Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","South East Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","South Malekula"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","North Ambrym"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","West Ambrym"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","South East Ambrym"
2025,"Health","Health Facility","aidpost",2500000,"Malampa","Paama"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Port Vila"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Vermali"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Vermaul"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Varisu"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","South Epi"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","North Tongoa"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Makimae"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Tongariki"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Nguna"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Emau"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Malorua"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","North Efate"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Mele"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Tanvasoko"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Ifira"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Pango"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Erakor"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Eratap"
2025,"Health","Health Facility","aidpost",2500000,"Shefa","Eton"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","North Erromango"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","South Erromango"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","Aniwa"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","North Tanna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","West Tanna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","Middle Bush Tanna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","South West Tanna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","Whitesands"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","South Tanna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","Futuna"
2025,"Health","Health Facility","aidpost",2500000,"Tafea","Aneityum"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","Torres"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","Ureparapara"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","Motalava"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","East Vanualava"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","West Vanualava"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","Mota"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","East Gaua"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","West Gaua"
2025,"Logistics","Infrastructure","airport",6e+07,"Torba","Merelava"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","Luganville"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","North West Santo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","Big Bay Coast"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","Big Bay Inland"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","West Santo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","South Santo 1"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","South Santo 2"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","East Santo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","South East Santo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","Canal Fanafo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","West Malo"
2025,"Logistics","Infrastructure","airport",6e+07,"Sanma","East Malo"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","West Ambae"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","North Ambae"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","East Ambae"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","South Ambae"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","North Maewo"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","South Maewo"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","North Pentecost"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","Central Pentecost 1"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","Central Pentecost 2"
2025,"Logistics","Infrastructure","airport",6e+07,"Penama","South Pentecost"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","North West Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","North East Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","Central Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","South West Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","South East Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","South Malekula"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","North Ambrym"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","West Ambrym"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","South East Ambrym"
2025,"Logistics","Infrastructure","airport",6e+07,"Malampa","Paama"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Port Vila"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Vermali"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Vermaul"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Varisu"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","South Epi"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","North Tongoa"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Makimae"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Tongariki"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Nguna"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Emau"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Malorua"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","North Efate"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Mele"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Tanvasoko"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Ifira"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Pango"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Erakor"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Eratap"
2025,"Logistics","Infrastructure","airport",6e+07,"Shefa","Eton"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","North Erromango"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","South Erromango"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","Aniwa"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","North Tanna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","West Tanna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","Middle Bush Tanna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","South West Tanna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","Whitesands"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","South Tanna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","Futuna"
2025,"Logistics","Infrastructure","airport",6e+07,"Tafea","Aneityum"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","Torres"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","Ureparapara"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","Motalava"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","East Vanualava"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","West Vanualava"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","Mota"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","East Gaua"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","West Gaua"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Torba","Merelava"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","Luganville"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","North West Santo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","Big Bay Coast"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","Big Bay Inland"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","West Santo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","South Santo 1"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","South Santo 2"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","East Santo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","South East Santo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","Canal Fanafo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","West Malo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Sanma","East Malo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","West Ambae"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","North Ambae"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","East Ambae"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","South Ambae"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","North Maewo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","South Maewo"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","North Pentecost"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","Central Pentecost 1"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","Central Pentecost 2"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Penama","South Pentecost"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","North West Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","North East Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","Central Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","South West Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","South East Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","South Malekula"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","North Ambrym"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","West Ambrym"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","South East Ambrym"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Malampa","Paama"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Port Vila"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Vermali"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Vermaul"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Varisu"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","South Epi"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","North Tongoa"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Makimae"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Tongariki"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Nguna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Emau"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Malorua"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","North Efate"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Mele"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Tanvasoko"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Ifira"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Pango"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Erakor"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Eratap"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Shefa","Eton"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","North Erromango"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","South Erromango"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","Aniwa"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","North Tanna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","West Tanna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","Middle Bush Tanna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","South West Tanna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","Whitesands"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","South Tanna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","Futuna"
2025,"Logistics","Infrastructure","fire hydrants",350000,"Tafea","Aneityum"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","Torres"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","Ureparapara"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","Motalava"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","East Vanualava"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","West Vanualava"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","Mota"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","East Gaua"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","West Gaua"
2025,"Logistics","Infrastructure","main water valves",250000,"Torba","Merelava"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","Luganville"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","North West Santo"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","Big Bay Coast"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","Big Bay Inland"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","West Santo"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","South Santo 1"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","South Santo 2"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","East Santo"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","South East Santo"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","Canal Fanafo"
2025,"Logistics","Infrastructure","main water valves",250000,"Sanma","West Malo"
