"Year","Month","Day","Baseline","Cluster","Indicator","Attribute","Hazard Type","Hazard Response & Recovery","Climate Change","Past Hazard Events","Blue Economy","Agriculture","International Trade","Measure","Country","National","Province","Area Council","Village","Unit","Source","Year Collected","Frequency Collection","Value"
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",128
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",167
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",263
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",306
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",175
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",90
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",119
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",208
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",295
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",731
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",480
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",195
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",320
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",315
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",327
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",721
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",422
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",335
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",331
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",334
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",303
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",1123
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",354
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",171
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",481
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",431
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",356
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",458
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",262
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",243
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",89
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",90
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",109
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",136
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",139
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",32
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",147
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",181
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",260
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",343
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",291
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",163
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",91
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",208
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",321
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",509
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",376
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",275
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",54
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",124
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",88
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",276
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",56
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",54
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",765
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",461
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",446
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",857
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",943
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",296
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",433
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",397
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",324
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",731
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",509
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",135
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",149
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",187
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",317
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",306
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",250
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",137
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",495
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",324
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",671
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",734
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",583
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",241
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",348
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",387
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",377
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",1050
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",455
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",321
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",535
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",977
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",721
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",1096
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",706
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",517
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",254
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",414
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",561
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",429
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",141
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",104
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",803
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",535
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",455
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",1461
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",1351
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",323
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",76
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",101
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",178
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",221
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",94
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",109
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",78
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",270
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",176
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",135
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",167
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",49
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",158
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",113
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",274
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",366
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",268
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",86
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",398
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",567
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",486
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",720
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",470
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",360
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",464
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",836
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",866
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",802
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",782
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",257
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",266
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",298
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",166
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",799
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",189
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",209
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",821
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",486
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",547
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",918
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",497
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","National Housing & Population Census",2020,"Every 10 Years",198
2020,,,"Gender & Protection",,"Population Age","0-4",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",155
2020,,,"Gender & Protection",,"Population Age","5-11",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",350
2020,,,"Gender & Protection",,"Population Age","12-18",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",606
2020,,,"Gender & Protection",,"Population Age","19-35",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",771
2020,,,"Gender & Protection",,"Population Age","36-54",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",590
2020,,,"Gender & Protection",,"Population Age","55+",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","National Housing & Population Census",2020,"Every 10 Years",315
2020,,,"Gender & Protection",,"Marital Status","defacto",,,,,,,,,,"Vanuatu",,,,"number","National Housing & Population Census",2020,"Every 10 Years",390
2020,,,"Gender & Protection",,"Marital Status","married",,,,,,,,,,"Vanuatu",,,,"number","National Housing & Population Census",2020,"Every 10 Years",1489
2020,,,"Gender & Protection",,"Marital Status","never married",,,,,,,,,,"Vanuatu",,,,"number","National Housing & Population Census",2020,"Every 10 Years",1338
2020,,,"Gender & Protection",,"Marital Status","separated",,,,,,,,,,"Vanuatu",,,,"number","National Housing & Population Census",2020,"Every 10 Years",58
2020,,,"Gender & Protection",,"Marital Status","widowed",,,,,,,,,,"Vanuatu",,,,"number","National Housing & Population Census",2020,"Every 10 Years",107
2020,,,"Gender & Protection",,"Marital Status","defacto",,,,,,,,,,"Vanuatu","Torba",,,"number","National Housing & Population Census",2020,"Every 10 Years",432
2020,,,"Gender & Protection",,"Marital Status","married",,,,,,,,,,"Vanuatu","Torba",,,"number","National Housing & Population Census",2020,"Every 10 Years",509
2020,,,"Gender & Protection",,"Marital Status","never married",,,,,,,,,,"Vanuatu","Torba",,,"number","National Housing & Population Census",2020,"Every 10 Years",982
2020,,,"Gender & Protection",,"Marital Status","separated",,,,,,,,,,"Vanuatu","Torba",,,"number","National Housing & Population Census",2020,"Every 10 Years",76
2020,,,"Gender & Protection",,"Marital Status","widowed",,,,,,,,,,"Vanuatu","Torba",,,"number","National Housing & Population Census",2020,"Every 10 Years",130
2020,,,"Gender & Protection",,"Marital Status","defacto",,,,,,,,,,"Vanuatu","Sanma",,,"number","National Housing & Population Census",2020,"Every 10 Years",619
2020,,,"Gender & Protection",,"Marital Status","married",,,,,,,,,,"Vanuatu","Sanma",,,"number","National Housing & Population Census",2020,"Every 10 Years",621
2020,,,"Gender & Protection",,"Marital Status","never married",,,,,,,,,,"Vanuatu","Sanma",,,"number","National Housing & Population Census",2020,"Every 10 Years",888
2020,,,"Gender & Protection",,"Marital Status","separated",,,,,,,,,,"Vanuatu","Sanma",,,"number","National Housing & Population Census",2020,"Every 10 Years",90
2020,,,"Gender & Protection",,"Marital Status","widowed",,,,,,,,,,"Vanuatu","Sanma",,,"number","National Housing & Population Census",2020,"Every 10 Years",99
2020,,,"Gender & Protection",,"Marital Status","defacto",,,,,,,,,,"Vanuatu","Penama",,,"number","National Housing & Population Census",2020,"Every 10 Years",385
2020,,,"Gender & Protection",,"Marital Status","married",,,,,,,,,,"Vanuatu","Penama",,,"number","National Housing & Population Census",2020,"Every 10 Years",1808
2020,,,"Gender & Protection",,"Marital Status","never married",,,,,,,,,,"Vanuatu","Penama",,,"number","National Housing & Population Census",2020,"Every 10 Years",948
2020,,,"Gender & Protection",,"Marital Status","separated",,,,,,,,,,"Vanuatu","Penama",,,"number","National Housing & Population Census",2020,"Every 10 Years",46
2020,,,"Gender & Protection",,"Marital Status","widowed",,,,,,,,,,"Vanuatu","Penama",,,"number","National Housing & Population Census",2020,"Every 10 Years",157
2020,,,"Gender & Protection",,"Marital Status","defacto",,,,,,,,,,"Vanuatu","Malampa",,,"number","National Housing & Population Census",2020,"Every 10 Years",825
2020,,,"Gender & Protection",,"Marital Status","married",,,,,,,,,,"Vanuatu","Malampa",,,"number","National Housing & Population Census",2020,"Every 10 Years",833
2020,,,"Gender & Protection",,"Marital Status","never married",,,,,,,,,,"Vanuatu","Malampa",,,"number","National Housing & Population Census",2020,"Every 10 Years",1346
